lonlat,date,lon,lat,sif,sif_sigma,year,doy,month,dayssinceapril1,group
x-122.7y39.7,2019-12-08,-122.699996948242,39.7000007629395,0.0452165007591248,0.32480400800705,2019,342,12,616,unburned
x-122.7y39.7,2019-12-16,-122.699996948242,39.7000007629395,0.293698012828827,0.307011991739273,2019,350,12,624,unburned
x-122.7y39.7,2019-12-24,-122.699996948242,39.7000007629395,0.216317996382713,0.314911991357803,2019,358,12,632,unburned
x-122.7y39.7,2020-01-01,-122.699996948242,39.7000007629395,0.169422999024391,0.315176993608475,2020,1,1,640,unburned
x-122.7y39.7,2020-01-09,-122.699996948242,39.7000007629395,0.173464000225067,0.314345985651016,2020,9,1,648,unburned
x-122.7y39.7,2020-01-17,-122.699996948242,39.7000007629395,0.157757997512817,0.426513999700546,2020,17,1,656,unburned
x-122.7y39.7,2020-01-25,-122.699996948242,39.7000007629395,0.189390003681183,0.337303996086121,2020,25,1,664,unburned
x-122.7y39.7,2020-02-02,-122.699996948242,39.7000007629395,0.232085004448891,0.330224990844727,2020,33,2,672,unburned
x-122.7y39.7,2020-02-10,-122.699996948242,39.7000007629395,0.317142993211746,0.342040002346039,2020,41,2,680,unburned
x-122.7y39.7,2020-02-18,-122.699996948242,39.7000007629395,0.301429986953735,0.352272987365723,2020,49,2,688,unburned
x-122.7y39.7,2020-02-26,-122.699996948242,39.7000007629395,0.230618998408318,0.359371989965439,2020,57,2,696,unburned
x-122.7y39.7,2020-03-05,-122.699996948242,39.7000007629395,0.231132000684738,0.389717012643814,2020,65,3,704,unburned
x-122.7y39.7,2020-03-13,-122.699996948242,39.7000007629395,0.0865376964211464,0.399738997220993,2020,73,3,712,unburned
x-122.7y39.7,2020-03-21,-122.699996948242,39.7000007629395,0.399807006120682,0.430602997541428,2020,81,3,720,unburned
x-122.7y39.7,2020-03-29,-122.699996948242,39.7000007629395,0.324784010648727,0.425512999296188,2020,89,3,728,unburned
x-122.7y39.7,2020-04-06,-122.699996948242,39.7000007629395,0.191376999020576,0.409352988004684,2020,97,4,736,unburned
x-122.7y39.7,2020-04-14,-122.699996948242,39.7000007629395,0.340397000312805,0.422266006469727,2020,105,4,744,unburned
x-122.7y39.7,2020-04-22,-122.699996948242,39.7000007629395,0.463544994592667,0.43529799580574,2020,113,4,752,unburned
x-122.7y39.7,2020-04-30,-122.699996948242,39.7000007629395,0.690331995487213,0.438163012266159,2020,121,4,760,unburned
x-122.7y39.7,2020-05-08,-122.699996948242,39.7000007629395,0.621461987495422,0.475261002779007,2020,129,5,768,unburned
x-122.7y39.7,2020-05-16,-122.699996948242,39.7000007629395,0.500976979732513,0.461032003164291,2020,137,5,776,unburned
x-122.7y39.7,2020-05-24,-122.699996948242,39.7000007629395,0.681107997894287,0.435070991516113,2020,145,5,784,unburned
x-122.7y39.7,2020-06-01,-122.699996948242,39.7000007629395,0.768226027488709,0.456918001174927,2020,153,6,792,unburned
x-122.7y39.7,2020-06-09,-122.699996948242,39.7000007629395,0.67067301273346,0.433288991451263,2020,161,6,800,unburned
x-122.7y39.7,2020-06-17,-122.699996948242,39.7000007629395,0.725748002529144,0.446678012609482,2020,169,6,808,unburned
x-122.7y39.7,2020-06-25,-122.699996948242,39.7000007629395,0.502700984477997,0.440919011831284,2020,177,6,816,unburned
x-122.7y39.7,2020-07-03,-122.699996948242,39.7000007629395,0.70057600736618,0.442203998565674,2020,185,7,824,unburned
x-122.7y39.7,2020-07-11,-122.699996948242,39.7000007629395,0.530450999736786,0.431380987167358,2020,193,7,832,unburned
x-122.7y39.7,2020-07-19,-122.699996948242,39.7000007629395,0.251170009374619,0.435593008995056,2020,201,7,840,unburned
x-122.7y39.7,2020-07-27,-122.699996948242,39.7000007629395,0.397623002529144,0.426685005426407,2020,209,7,848,unburned
x-122.7y39.7,2020-08-04,-122.699996948242,39.7000007629395,0.386745989322662,0.425116002559662,2020,217,8,856,unburned
x-122.7y39.7,2020-08-12,-122.699996948242,39.7000007629395,0.456331998109818,0.432116001844406,2020,225,8,864,unburned
x-122.7y39.9,2018-04-01,-122.699996948242,39.9000015258789,0.608079016208649,0.381529003381729,2018,91,4,0,unburned
x-122.7y39.9,2018-04-09,-122.699996948242,39.9000015258789,0.419943004846573,0.387751013040543,2018,99,4,8,unburned
x-122.7y39.9,2018-04-17,-122.699996948242,39.9000015258789,0.5310919880867,0.363712012767792,2018,107,4,16,unburned
x-122.7y39.9,2018-04-25,-122.699996948242,39.9000015258789,0.366400986909866,0.376046985387802,2018,115,4,24,unburned
x-122.7y39.9,2018-05-03,-122.699996948242,39.9000015258789,0.562874019145966,0.36887800693512,2018,123,5,32,unburned
x-122.7y39.9,2018-05-11,-122.699996948242,39.9000015258789,0.231774002313614,0.397567987442017,2018,131,5,40,unburned
x-122.7y39.9,2018-05-19,-122.699996948242,39.9000015258789,0.218158006668091,0.402258992195129,2018,139,5,48,unburned
x-122.7y39.9,2018-05-27,-122.699996948242,39.9000015258789,0.707156002521515,0.382851988077164,2018,147,5,56,unburned
x-122.7y39.9,2018-06-04,-122.699996948242,39.9000015258789,0.812959015369415,0.391618996858597,2018,155,6,64,unburned
x-122.7y39.9,2018-06-12,-122.699996948242,39.9000015258789,0.500687003135681,0.381157010793686,2018,163,6,72,unburned
x-122.7y39.9,2018-06-20,-122.699996948242,39.9000015258789,0.666428983211517,0.378998011350632,2018,171,6,80,unburned
x-122.7y39.9,2018-06-28,-122.699996948242,39.9000015258789,0.749374985694885,0.388833999633789,2018,179,6,88,unburned
x-122.7y39.9,2018-07-06,-122.699996948242,39.9000015258789,0.631304025650024,0.378470987081528,2018,187,7,96,unburned
x-122.7y39.9,2018-07-14,-122.699996948242,39.9000015258789,0.494610011577606,0.383946001529694,2018,195,7,104,unburned
x-122.7y39.9,2018-07-22,-122.699996948242,39.9000015258789,0.260547012090683,0.391849994659424,2018,203,7,112,unburned
x-122.7y39.9,2018-07-30,-122.699996948242,39.9000015258789,0.361149996519089,0.375369012355804,2018,211,7,120,unburned
x-122.7y39.9,2018-08-07,-122.699996948242,39.9000015258789,0.441345989704132,0.382124006748199,2018,219,8,128,unburned
x-122.7y39.9,2018-08-15,-122.699996948242,39.9000015258789,0.0467624999582768,0.365377992391586,2018,227,8,136,unburned
x-122.7y39.9,2018-08-23,-122.699996948242,39.9000015258789,0.278418004512787,0.356885999441147,2018,235,8,144,unburned
x-122.7y39.9,2018-08-31,-122.699996948242,39.9000015258789,0.317211985588074,0.352331012487412,2018,243,8,152,unburned
x-122.7y39.9,2018-09-08,-122.699996948242,39.9000015258789,0.479378998279572,0.359688997268677,2018,251,9,160,unburned
x-122.7y39.9,2018-09-16,-122.699996948242,39.9000015258789,0.403331995010376,0.337823987007141,2018,259,9,168,unburned
x-122.7y39.9,2018-09-24,-122.699996948242,39.9000015258789,0.295955002307892,0.335393995046616,2018,267,9,176,unburned
x-122.7y39.9,2018-10-02,-122.699996948242,39.9000015258789,0.183179005980492,0.320497006177902,2018,275,10,184,unburned
x-122.7y39.9,2018-10-10,-122.699996948242,39.9000015258789,0.314978986978531,0.30138099193573,2018,283,10,192,unburned
x-122.7y39.9,2018-10-18,-122.699996948242,39.9000015258789,0.0585265010595322,0.295572996139526,2018,291,10,200,unburned
x-122.7y39.9,2018-10-26,-122.699996948242,39.9000015258789,0.261433005332947,0.292623996734619,2018,299,10,208,unburned
x-122.7y39.9,2018-11-03,-122.699996948242,39.9000015258789,0.265183985233307,0.273891001939774,2018,307,11,216,unburned
x-122.7y39.9,2018-11-11,-122.699996948242,39.9000015258789,0.142886996269226,0.284447997808456,2018,315,11,224,unburned
x-122.7y39.9,2018-11-19,-122.699996948242,39.9000015258789,0.197906002402306,0.265354990959168,2018,323,11,232,unburned
x-122.7y39.9,2018-11-27,-122.699996948242,39.9000015258789,0.0491940006613731,0.28718900680542,2018,331,11,240,unburned
x-122.7y39.9,2018-12-05,-122.699996948242,39.9000015258789,0.163394004106522,0.261866003274918,2018,339,12,248,unburned
x-122.7y39.9,2018-12-13,-122.699996948242,39.9000015258789,0.042510200291872,0.28862801194191,2018,347,12,256,unburned
x-122.7y39.9,2018-12-21,-122.699996948242,39.9000015258789,0.172251001000404,0.254031985998154,2018,355,12,264,unburned
x-122.7y39.9,2018-12-29,-122.699996948242,39.9000015258789,0.105879999697208,0.260953009128571,2018,363,12,272,unburned
x-122.7y39.9,2019-01-06,-122.699996948242,39.9000015258789,0.214135006070137,0.307480990886688,2019,6,1,280,unburned
x-122.7y39.9,2019-01-14,-122.699996948242,39.9000015258789,0.239029005169868,0.32184299826622,2019,14,1,288,unburned
x-122.7y39.9,2019-01-22,-122.699996948242,39.9000015258789,0.212560996413231,0.276840001344681,2019,22,1,296,unburned
x-122.7y39.9,2019-01-30,-122.699996948242,39.9000015258789,0.226614996790886,0.318320006132126,2019,30,1,304,unburned
x-122.7y39.9,2019-02-07,-122.699996948242,39.9000015258789,-0.0531959012150765,0.45660200715065,2019,38,2,312,unburned
x-122.7y39.9,2019-02-15,-122.699996948242,39.9000015258789,0.224513992667198,0.361079007387161,2019,46,2,320,unburned
x-122.7y39.9,2019-02-23,-122.699996948242,39.9000015258789,-0.0226282998919487,0.394362986087799,2019,54,2,328,unburned
x-122.7y39.9,2019-03-03,-122.699996948242,39.9000015258789,0.406655013561249,0.412735998630524,2019,62,3,336,unburned
x-122.7y39.9,2019-03-11,-122.699996948242,39.9000015258789,0.265614986419678,0.346540987491608,2019,70,3,344,unburned
x-122.7y39.9,2019-03-19,-122.699996948242,39.9000015258789,-0.0209139995276928,0.439788997173309,2019,78,3,352,unburned
x-122.7y39.9,2019-03-27,-122.699996948242,39.9000015258789,0.447836995124817,0.408004999160767,2019,86,3,360,unburned
x-122.7y39.9,2019-04-04,-122.699996948242,39.9000015258789,0.345001012086868,0.394255995750427,2019,94,4,368,unburned
x-122.7y39.9,2019-04-12,-122.699996948242,39.9000015258789,0.479571998119354,0.377276986837387,2019,102,4,376,unburned
x-122.7y39.9,2019-04-20,-122.699996948242,39.9000015258789,0.672460019588471,0.372651994228363,2019,110,4,384,unburned
x-122.7y39.9,2019-04-28,-122.699996948242,39.9000015258789,0.60530298948288,0.379065006971359,2019,118,4,392,unburned
x-122.7y39.9,2019-05-06,-122.699996948242,39.9000015258789,0.331283986568451,0.3750019967556,2019,126,5,400,unburned
x-122.7y39.9,2019-05-14,-122.699996948242,39.9000015258789,0.28362900018692,0.463501006364822,2019,134,5,408,unburned
x-122.7y39.9,2019-05-22,-122.699996948242,39.9000015258789,0.507250010967255,0.403544992208481,2019,142,5,416,unburned
x-122.7y39.9,2019-05-30,-122.699996948242,39.9000015258789,0.687470018863678,0.384752005338669,2019,150,5,424,unburned
x-122.7y39.9,2019-06-07,-122.699996948242,39.9000015258789,0.714532017707825,0.389903008937836,2019,158,6,432,unburned
x-122.7y39.9,2019-06-15,-122.699996948242,39.9000015258789,0.846513986587524,0.383955985307694,2019,166,6,440,unburned
x-122.7y39.9,2019-06-23,-122.699996948242,39.9000015258789,0.946618974208832,0.41729199886322,2019,174,6,448,unburned
x-122.7y39.9,2019-07-01,-122.699996948242,39.9000015258789,0.746375977993012,0.395004987716675,2019,182,7,456,unburned
x-122.7y39.9,2019-07-09,-122.699996948242,39.9000015258789,0.775945007801056,0.399848997592926,2019,190,7,464,unburned
x-122.7y39.9,2019-07-17,-122.699996948242,39.9000015258789,0.782671988010407,0.38910698890686,2019,198,7,472,unburned
x-122.7y39.9,2019-07-25,-122.699996948242,39.9000015258789,0.659798979759216,0.378614008426666,2019,206,7,480,unburned
x-122.7y39.9,2019-08-02,-122.699996948242,39.9000015258789,0.699244022369385,0.456055998802185,2019,214,8,488,unburned
x-122.7y39.9,2019-08-10,-122.699996948242,39.9000015258789,0.719413995742798,0.432013988494873,2019,222,8,496,unburned
x-122.7y39.9,2019-08-18,-122.699996948242,39.9000015258789,0.663469970226288,0.428297013044357,2019,230,8,504,unburned
x-122.7y39.9,2019-08-26,-122.699996948242,39.9000015258789,0.525870025157929,0.423029005527496,2019,238,8,512,unburned
x-122.7y39.9,2019-09-03,-122.699996948242,39.9000015258789,0.447407990694046,0.426842004060745,2019,246,9,520,unburned
x-122.7y39.9,2019-09-11,-122.699996948242,39.9000015258789,0.478163987398148,0.423283994197845,2019,254,9,528,unburned
x-122.7y39.9,2019-09-19,-122.699996948242,39.9000015258789,0.380548000335693,0.39266499876976,2019,262,9,536,unburned
x-122.7y39.9,2019-09-27,-122.699996948242,39.9000015258789,0.508328974246979,0.394275993108749,2019,270,9,544,unburned
x-122.7y39.9,2019-10-05,-122.699996948242,39.9000015258789,0.435402005910873,0.373194992542267,2019,278,10,552,unburned
x-122.7y39.9,2019-10-13,-122.699996948242,39.9000015258789,0.368194013834,0.394989013671875,2019,286,10,560,unburned
x-122.7y39.9,2019-10-21,-122.699996948242,39.9000015258789,0.302011013031006,0.348982989788055,2019,294,10,568,unburned
x-122.7y39.9,2019-10-29,-122.699996948242,39.9000015258789,0.326243013143539,0.343735992908478,2019,302,10,576,unburned
x-122.7y39.9,2019-11-06,-122.699996948242,39.9000015258789,0.114065997302532,0.338609993457794,2019,310,11,584,unburned
x-122.7y39.9,2019-11-14,-122.699996948242,39.9000015258789,0.19132399559021,0.337357997894287,2019,318,11,592,unburned
x-122.7y39.9,2019-11-22,-122.699996948242,39.9000015258789,0.17451499402523,0.353716999292374,2019,326,11,600,unburned
x-122.7y39.9,2019-11-30,-122.699996948242,39.9000015258789,0.0332196988165379,0.442330002784729,2019,334,11,608,unburned
x-122.7y39.9,2019-12-08,-122.699996948242,39.9000015258789,0.0987996980547905,0.322358995676041,2019,342,12,616,unburned
x-122.7y39.9,2019-12-16,-122.699996948242,39.9000015258789,0.23725999891758,0.3245590031147,2019,350,12,624,unburned
x-122.7y39.9,2019-12-24,-122.699996948242,39.9000015258789,0.238763004541397,0.316614001989365,2019,358,12,632,unburned
x-122.7y39.9,2020-01-01,-122.699996948242,39.9000015258789,0.23657800257206,0.325841009616852,2020,1,1,640,unburned
x-122.7y39.9,2020-01-09,-122.699996948242,39.9000015258789,0.149461999535561,0.338030010461807,2020,9,1,648,unburned
x-122.7y39.9,2020-01-17,-122.699996948242,39.9000015258789,0.124188996851444,0.430776000022888,2020,17,1,656,unburned
x-122.7y39.9,2020-01-25,-122.699996948242,39.9000015258789,0.117432996630669,0.355134010314941,2020,25,1,664,unburned
x-122.7y39.9,2020-02-02,-122.699996948242,39.9000015258789,0.289306998252869,0.340992987155914,2020,33,2,672,unburned
x-122.7y39.9,2020-02-10,-122.699996948242,39.9000015258789,0.324959009885788,0.346742004156113,2020,41,2,680,unburned
x-122.7y39.9,2020-02-18,-122.699996948242,39.9000015258789,0.33363801240921,0.358247995376587,2020,49,2,688,unburned
x-122.7y39.9,2020-02-26,-122.699996948242,39.9000015258789,0.300677001476288,0.367592990398407,2020,57,2,696,unburned
x-122.7y39.9,2020-03-05,-122.699996948242,39.9000015258789,0.391703009605408,0.381181001663208,2020,65,3,704,unburned
x-122.7y39.9,2020-03-13,-122.699996948242,39.9000015258789,0.0578298009932041,0.417190998792648,2020,73,3,712,unburned
x-122.7y39.9,2020-03-21,-122.699996948242,39.9000015258789,0.298069000244141,0.442710012197495,2020,81,3,720,unburned
x-122.7y39.9,2020-03-29,-122.699996948242,39.9000015258789,0.43741500377655,0.433654010295868,2020,89,3,728,unburned
x-122.7y39.9,2020-04-06,-122.699996948242,39.9000015258789,0.21901099383831,0.427074998617172,2020,97,4,736,unburned
x-122.7y39.9,2020-04-14,-122.699996948242,39.9000015258789,0.391514986753464,0.430106997489929,2020,105,4,744,unburned
x-122.7y39.9,2020-04-22,-122.699996948242,39.9000015258789,0.463797003030777,0.436237990856171,2020,113,4,752,unburned
x-122.7y39.9,2020-04-30,-122.699996948242,39.9000015258789,0.697404026985169,0.44005298614502,2020,121,4,760,unburned
x-122.7y39.9,2020-05-08,-122.699996948242,39.9000015258789,0.473484992980957,0.476572006940842,2020,129,5,768,unburned
x-122.7y39.9,2020-05-16,-122.699996948242,39.9000015258789,0.662075996398926,0.448893994092941,2020,137,5,776,unburned
x-122.7y39.9,2020-05-24,-122.699996948242,39.9000015258789,0.553987979888916,0.432458996772766,2020,145,5,784,unburned
x-122.7y39.9,2020-06-01,-122.699996948242,39.9000015258789,0.643781006336212,0.447961986064911,2020,153,6,792,unburned
x-122.7y39.9,2020-06-09,-122.699996948242,39.9000015258789,0.618326008319855,0.485861986875534,2020,161,6,800,unburned
x-122.7y39.9,2020-06-17,-122.699996948242,39.9000015258789,0.756883025169373,0.449483007192612,2020,169,6,808,unburned
x-122.7y39.9,2020-06-25,-122.699996948242,39.9000015258789,0.562583982944489,0.444489002227783,2020,177,6,816,unburned
x-122.7y39.9,2020-07-03,-122.699996948242,39.9000015258789,0.750132977962494,0.444875985383987,2020,185,7,824,unburned
x-122.7y39.9,2020-07-11,-122.699996948242,39.9000015258789,0.580547988414764,0.435526013374329,2020,193,7,832,unburned
x-122.7y39.9,2020-07-19,-122.699996948242,39.9000015258789,0.320048004388809,0.441206991672516,2020,201,7,840,unburned
x-122.7y39.9,2020-07-27,-122.699996948242,39.9000015258789,0.406623005867004,0.431565999984741,2020,209,7,848,unburned
x-122.7y39.9,2020-08-04,-122.699996948242,39.9000015258789,0.48810800909996,0.431713998317719,2020,217,8,856,unburned
x-122.7y39.9,2020-08-12,-122.699996948242,39.9000015258789,0.466156005859375,0.434143006801605,2020,225,8,864,unburned
x-122.7y40.1,2018-04-01,-122.699996948242,40.1000022888184,0.617936015129089,0.370875000953674,2018,91,4,0,unburned
x-122.7y40.1,2018-04-09,-122.699996948242,40.1000022888184,0.409290999174118,0.394315987825394,2018,99,4,8,unburned
x-122.7y40.1,2018-04-17,-122.699996948242,40.1000022888184,0.500855982303619,0.355856001377106,2018,107,4,16,unburned
x-122.7y40.1,2018-04-25,-122.699996948242,40.1000022888184,0.383713990449905,0.386790007352829,2018,115,4,24,unburned
x-122.7y40.1,2018-05-03,-122.699996948242,40.1000022888184,0.505131006240845,0.366674989461899,2018,123,5,32,unburned
x-122.7y40.1,2018-05-11,-122.699996948242,40.1000022888184,0.26350599527359,0.376735001802444,2018,131,5,40,unburned
x-122.7y40.1,2018-05-19,-122.699996948242,40.1000022888184,0.275375008583069,0.402150005102158,2018,139,5,48,unburned
x-122.7y40.1,2018-05-27,-122.699996948242,40.1000022888184,0.553331971168518,0.368265986442566,2018,147,5,56,unburned
x-122.7y40.1,2018-06-04,-122.699996948242,40.1000022888184,0.69065797328949,0.39665299654007,2018,155,6,64,unburned
x-122.7y40.1,2018-06-12,-122.699996948242,40.1000022888184,0.503602981567383,0.374096006155014,2018,163,6,72,unburned
x-122.7y40.1,2018-06-20,-122.699996948242,40.1000022888184,0.497617989778519,0.368786990642548,2018,171,6,80,unburned
x-122.7y40.1,2018-06-28,-122.699996948242,40.1000022888184,0.488869994878769,0.374121993780136,2018,179,6,88,unburned
x-122.7y40.1,2018-07-06,-122.699996948242,40.1000022888184,0.522557973861694,0.367628008127213,2018,187,7,96,unburned
x-122.7y40.1,2018-07-14,-122.699996948242,40.1000022888184,0.197069004178047,0.368463009595871,2018,195,7,104,unburned
x-122.7y40.1,2018-07-22,-122.699996948242,40.1000022888184,0.0147297997027636,0.383648991584778,2018,203,7,112,unburned
x-122.7y40.1,2018-07-30,-122.699996948242,40.1000022888184,0.229343995451927,0.377169996500015,2018,211,7,120,unburned
x-122.7y40.1,2018-08-07,-122.699996948242,40.1000022888184,0.240633994340897,0.377541989088058,2018,219,8,128,unburned
x-122.7y40.1,2018-08-15,-122.699996948242,40.1000022888184,-0.0725189000368118,0.360603988170624,2018,227,8,136,unburned
x-122.7y40.1,2018-08-23,-122.699996948242,40.1000022888184,0.129291996359825,0.348381996154785,2018,235,8,144,unburned
x-122.7y40.1,2018-08-31,-122.699996948242,40.1000022888184,0.150362998247147,0.349083006381989,2018,243,8,152,unburned
x-122.7y40.1,2018-09-08,-122.699996948242,40.1000022888184,0.275002002716064,0.349014014005661,2018,251,9,160,unburned
x-122.7y40.1,2018-09-16,-122.699996948242,40.1000022888184,0.301550000905991,0.327329009771347,2018,259,9,168,unburned
x-122.7y40.1,2018-09-24,-122.699996948242,40.1000022888184,0.200020000338554,0.323076009750366,2018,267,9,176,unburned
x-122.7y40.1,2018-10-02,-122.699996948242,40.1000022888184,0.0895017981529236,0.31394100189209,2018,275,10,184,unburned
x-122.7y40.1,2018-10-10,-122.699996948242,40.1000022888184,0.22392800450325,0.288058012723923,2018,283,10,192,unburned
x-122.7y40.1,2018-10-18,-122.699996948242,40.1000022888184,-0.0318977981805801,0.285282999277115,2018,291,10,200,unburned
x-122.7y40.1,2018-10-26,-122.699996948242,40.1000022888184,0.216238006949425,0.298703014850616,2018,299,10,208,unburned
x-122.7y40.1,2018-11-03,-122.699996948242,40.1000022888184,0.167232006788254,0.261422991752625,2018,307,11,216,unburned
x-122.7y40.1,2018-11-11,-122.699996948242,40.1000022888184,0.0448449999094009,0.271766990423203,2018,315,11,224,unburned
x-122.7y40.1,2018-11-19,-122.699996948242,40.1000022888184,0.0919706001877785,0.251612991094589,2018,323,11,232,unburned
x-122.7y40.1,2018-11-27,-122.699996948242,40.1000022888184,0.0347589999437332,0.273211002349854,2018,331,11,240,unburned
x-122.7y40.1,2018-12-05,-122.699996948242,40.1000022888184,0.0110112996771932,0.249687001109123,2018,339,12,248,unburned
x-122.7y40.1,2018-12-13,-122.699996948242,40.1000022888184,-0.0438497997820377,0.295626014471054,2018,347,12,256,unburned
x-122.7y40.1,2018-12-21,-122.699996948242,40.1000022888184,0.11778599768877,0.251843005418777,2018,355,12,264,unburned
x-122.7y40.1,2018-12-29,-122.699996948242,40.1000022888184,0.0731305032968521,0.253834009170532,2018,363,12,272,unburned
x-122.7y40.1,2019-01-06,-122.699996948242,40.1000022888184,0.114701002836227,0.281394988298416,2019,6,1,280,unburned
x-122.7y40.1,2019-01-14,-122.699996948242,40.1000022888184,0.176124006509781,0.300294011831284,2019,14,1,288,unburned
x-122.7y40.1,2019-01-22,-122.699996948242,40.1000022888184,0.105060003697872,0.276515990495682,2019,22,1,296,unburned
x-122.7y40.1,2019-01-30,-122.699996948242,40.1000022888184,0.159687995910645,0.314936012029648,2019,30,1,304,unburned
x-122.7y40.1,2019-02-07,-122.699996948242,40.1000022888184,-0.257793992757797,0.366715997457504,2019,38,2,312,unburned
x-122.7y40.1,2019-02-15,-122.699996948242,40.1000022888184,-0.00323407002724707,0.337421000003815,2019,46,2,320,unburned
x-122.7y40.1,2019-02-23,-122.699996948242,40.1000022888184,-0.101928003132343,0.372011005878449,2019,54,2,328,unburned
x-122.7y40.1,2019-03-03,-122.699996948242,40.1000022888184,0.164921000599861,0.357225000858307,2019,62,3,336,unburned
x-122.7y40.1,2019-03-11,-122.699996948242,40.1000022888184,0.146681994199753,0.321990996599197,2019,70,3,344,unburned
x-122.7y40.1,2019-03-19,-122.699996948242,40.1000022888184,0.125090003013611,0.437083005905151,2019,78,3,352,unburned
x-122.7y40.1,2019-03-27,-122.699996948242,40.1000022888184,0.312866002321243,0.396641999483109,2019,86,3,360,unburned
x-122.7y40.1,2019-04-04,-122.699996948242,40.1000022888184,0.270240992307663,0.378854006528854,2019,94,4,368,unburned
x-122.7y40.1,2019-04-12,-122.699996948242,40.1000022888184,0.504598021507263,0.367756992578506,2019,102,4,376,unburned
x-122.7y40.1,2019-04-20,-122.699996948242,40.1000022888184,0.768764019012451,0.371255993843079,2019,110,4,384,unburned
x-122.7y40.1,2019-04-28,-122.699996948242,40.1000022888184,0.636610984802246,0.371315002441406,2019,118,4,392,unburned
x-122.7y40.1,2019-05-06,-122.699996948242,40.1000022888184,0.464762002229691,0.377398014068604,2019,126,5,400,unburned
x-122.7y40.1,2019-05-14,-122.699996948242,40.1000022888184,0.530982971191406,0.463059991598129,2019,134,5,408,unburned
x-122.7y40.1,2019-05-22,-122.699996948242,40.1000022888184,0.523000001907349,0.410973995923996,2019,142,5,416,unburned
x-122.7y40.1,2019-05-30,-122.699996948242,40.1000022888184,0.720250010490418,0.381083011627197,2019,150,5,424,unburned
x-122.7y40.1,2019-06-07,-122.699996948242,40.1000022888184,0.734279990196228,0.392051994800568,2019,158,6,432,unburned
x-122.7y40.1,2019-06-15,-122.699996948242,40.1000022888184,0.802847027778626,0.380667001008987,2019,166,6,440,unburned
x-122.7y40.1,2019-06-23,-122.699996948242,40.1000022888184,0.925027012825012,0.421090006828308,2019,174,6,448,unburned
x-122.7y40.1,2019-07-01,-122.699996948242,40.1000022888184,0.651233971118927,0.389338999986649,2019,182,7,456,unburned
x-122.7y40.1,2019-07-09,-122.699996948242,40.1000022888184,0.638759016990662,0.396932005882263,2019,190,7,464,unburned
x-122.7y40.1,2019-07-17,-122.699996948242,40.1000022888184,0.614273011684418,0.383291989564896,2019,198,7,472,unburned
x-122.7y40.1,2019-07-25,-122.699996948242,40.1000022888184,0.596992015838623,0.376464009284973,2019,206,7,480,unburned
x-122.7y40.1,2019-08-02,-122.699996948242,40.1000022888184,0.519559025764465,0.445389002561569,2019,214,8,488,unburned
x-122.7y40.1,2019-08-10,-122.699996948242,40.1000022888184,0.606256008148193,0.42705100774765,2019,222,8,496,unburned
x-122.7y40.1,2019-08-18,-122.699996948242,40.1000022888184,0.504752993583679,0.422475010156631,2019,230,8,504,unburned
x-122.7y40.1,2019-08-26,-122.699996948242,40.1000022888184,0.443906009197235,0.421849995851517,2019,238,8,512,unburned
x-122.7y40.1,2019-09-03,-122.699996948242,40.1000022888184,0.320800989866257,0.42052298784256,2019,246,9,520,unburned
x-122.7y40.1,2019-09-11,-122.699996948242,40.1000022888184,0.378542006015778,0.411451011896133,2019,254,9,528,unburned
x-122.7y40.1,2019-09-19,-122.699996948242,40.1000022888184,0.269863992929459,0.382775992155075,2019,262,9,536,unburned
x-122.7y40.1,2019-09-27,-122.699996948242,40.1000022888184,0.39452001452446,0.386016994714737,2019,270,9,544,unburned
x-122.7y40.1,2019-10-05,-122.699996948242,40.1000022888184,0.282108992338181,0.359849005937576,2019,278,10,552,unburned
x-122.7y40.1,2019-10-13,-122.699996948242,40.1000022888184,0.305817991495132,0.374637991189957,2019,286,10,560,unburned
x-122.7y40.1,2019-10-21,-122.699996948242,40.1000022888184,0.227789998054504,0.335997998714447,2019,294,10,568,unburned
x-122.7y40.1,2019-10-29,-122.699996948242,40.1000022888184,0.181522995233536,0.330345988273621,2019,302,10,576,unburned
x-122.7y40.1,2019-11-06,-122.699996948242,40.1000022888184,0.0518435016274452,0.329140990972519,2019,310,11,584,unburned
x-122.7y40.1,2019-11-14,-122.699996948242,40.1000022888184,0.144549995660782,0.318699985742569,2019,318,11,592,unburned
x-122.7y40.1,2019-11-22,-122.699996948242,40.1000022888184,0.0823243036866188,0.321054011583328,2019,326,11,600,unburned
x-122.7y40.1,2019-11-30,-122.699996948242,40.1000022888184,0.143808007240295,0.3699109852314,2019,334,11,608,unburned
x-122.7y40.1,2019-12-08,-122.699996948242,40.1000022888184,0.0789330005645752,0.31692099571228,2019,342,12,616,unburned
x-122.7y40.1,2019-12-16,-122.699996948242,40.1000022888184,0.219121992588043,0.303041994571686,2019,350,12,624,unburned
x-122.7y40.1,2019-12-24,-122.699996948242,40.1000022888184,0.197788000106812,0.309987992048264,2019,358,12,632,unburned
x-122.7y40.1,2020-01-01,-122.699996948242,40.1000022888184,0.208733007311821,0.316165000200272,2020,1,1,640,unburned
x-122.7y40.1,2020-01-09,-122.699996948242,40.1000022888184,0.304010003805161,0.339641988277435,2020,9,1,648,unburned
x-122.7y40.1,2020-01-17,-122.699996948242,40.1000022888184,-0.35742598772049,0.406156003475189,2020,17,1,656,unburned
